"Project:","SAEON","Sub Project:","St Francis Bay Long Term Research"			
68,2020-06-04,03:00:00,17.153
69,2020-06-04,04:00:00,17.153
70,2020-06-04,05:00:00,17.344
71,2020-06-04,06:00:00,17.296
72,2020-06-04,07:00:00,17.296
73,2020-06-04,08:00:00,17.391
74,2020-06-04,09:00:00,17.249
75,2020-06-04,10:00:00,17.272
76,2020-06-04,11:00:00,17.296
77,2020-06-04,12:00:00,17.320
78,2020-06-04,13:00:00,17.177
79,2020-06-04,14:00:00,17.177
80,2020-06-04,15:00:00,16.963
81,2020-06-04,16:00:00,16.915
82,2020-06-04,17:00:00,17.011
83,2020-06-04,18:00:00,17.082
84,2020-06-04,19:00:00,17.272
85,2020-06-04,20:00:00,17.201
86,2020-06-04,21:00:00,17.201
87,2020-06-04,22:00:00,17.082
88,2020-06-04,23:00:00,17.034
89,2020-06-05,00:00:00,17.272
90,2020-06-05,01:00:00,17.082
91,2020-06-05,02:00:00,17.106
92,2020-06-05,03:00:00,17.130
93,2020-06-05,04:00:00,17.082
94,2020-06-05,05:00:00,17.058
95,2020-06-05,06:00:00,17.082
96,2020-06-05,07:00:00,17.082
97,2020-06-05,08:00:00,17.034
98,2020-06-05,09:00:00,17.034
99,2020-06-05,10:00:00,17.011
100,2020-06-05,11:00:00,17.058
101,2020-06-05,12:00:00,17.106
102,2020-06-05,13:00:00,17.106
103,2020-06-05,14:00:00,17.034
104,2020-06-05,15:00:00,17.011
105,2020-06-05,16:00:00,17.034
106,2020-06-05,17:00:00,17.034
107,2020-06-05,18:00:00,17.058
108,2020-06-05,19:00:00,17.058
109,2020-06-05,20:00:00,17.011
110,2020-06-05,21:00:00,16.987
111,2020-06-05,22:00:00,17.011
112,2020-06-05,23:00:00,17.011
113,2020-06-06,00:00:00,17.011
114,2020-06-06,01:00:00,16.987
115,2020-06-06,02:00:00,17.034
116,2020-06-06,03:00:00,17.058
117,2020-06-06,04:00:00,17.058
118,2020-06-06,05:00:00,17.058
119,2020-06-06,06:00:00,17.153
120,2020-06-06,07:00:00,17.106
121,2020-06-06,08:00:00,16.987
122,2020-06-06,09:00:00,17.106
123,2020-06-06,10:00:00,17.011
124,2020-06-06,11:00:00,17.082
125,2020-06-06,12:00:00,17.106
126,2020-06-06,13:00:00,17.130
127,2020-06-06,14:00:00,17.082
128,2020-06-06,15:00:00,17.130
129,2020-06-06,16:00:00,17.153
130,2020-06-06,17:00:00,17.201
131,2020-06-06,18:00:00,17.249
132,2020-06-06,19:00:00,17.201
133,2020-06-06,20:00:00,17.177
134,2020-06-06,21:00:00,17.201
135,2020-06-06,22:00:00,17.177
136,2020-06-06,23:00:00,17.130
137,2020-06-07,00:00:00,17.130
138,2020-06-07,01:00:00,17.106
139,2020-06-07,02:00:00,17.058
140,2020-06-07,03:00:00,17.034
141,2020-06-07,04:00:00,17.058
142,2020-06-07,05:00:00,17.058
143,2020-06-07,06:00:00,17.082
144,2020-06-07,07:00:00,16.844
145,2020-06-07,08:00:00,16.820
146,2020-06-07,09:00:00,16.868
147,2020-06-07,10:00:00,16.987
148,2020-06-07,11:00:00,16.915
149,2020-06-07,12:00:00,16.892
150,2020-06-07,13:00:00,16.844
151,2020-06-07,14:00:00,16.844
152,2020-06-07,15:00:00,16.915
153,2020-06-07,16:00:00,16.939
154,2020-06-07,17:00:00,16.987
155,2020-06-07,18:00:00,17.011
156,2020-06-07,19:00:00,17.034
157,2020-06-07,20:00:00,17.011
158,2020-06-07,21:00:00,17.034
159,2020-06-07,22:00:00,17.034
160,2020-06-07,23:00:00,17.082
161,2020-06-08,00:00:00,17.034
162,2020-06-08,01:00:00,17.034
163,2020-06-08,02:00:00,17.368
164,2020-06-08,03:00:00,17.058
165,2020-06-08,04:00:00,17.011
166,2020-06-08,05:00:00,17.011
167,2020-06-08,06:00:00,17.011
168,2020-06-08,07:00:00,17.011
169,2020-06-08,08:00:00,17.034
170,2020-06-08,09:00:00,17.034
171,2020-06-08,10:00:00,17.034
172,2020-06-08,11:00:00,17.082
173,2020-06-08,12:00:00,17.225
174,2020-06-08,13:00:00,17.296
175,2020-06-08,14:00:00,17.391
176,2020-06-08,15:00:00,17.296
177,2020-06-08,16:00:00,17.225
178,2020-06-08,17:00:00,17.201
179,2020-06-08,18:00:00,17.344
180,2020-06-08,19:00:00,17.272
181,2020-06-08,20:00:00,17.344
182,2020-06-08,21:00:00,17.368
183,2020-06-08,22:00:00,17.415
184,2020-06-08,23:00:00,17.368
185,2020-06-09,00:00:00,17.249
186,2020-06-09,01:00:00,17.249
187,2020-06-09,02:00:00,17.225
188,2020-06-09,03:00:00,17.201
189,2020-06-09,04:00:00,17.344
190,2020-06-09,05:00:00,17.439
191,2020-06-09,06:00:00,17.439
192,2020-06-09,07:00:00,17.391
193,2020-06-09,08:00:00,17.486
194,2020-06-09,09:00:00,17.439
195,2020-06-09,10:00:00,17.391
196,2020-06-09,11:00:00,17.344
197,2020-06-09,12:00:00,17.320
198,2020-06-09,13:00:00,17.296
199,2020-06-09,14:00:00,17.344
200,2020-06-09,15:00:00,17.296
201,2020-06-09,16:00:00,17.130
202,2020-06-09,17:00:00,17.153
203,2020-06-09,18:00:00,17.130
204,2020-06-09,19:00:00,17.153
205,2020-06-09,20:00:00,17.201
206,2020-06-09,21:00:00,16.987
207,2020-06-09,22:00:00,17.011
208,2020-06-09,23:00:00,17.034
209,2020-06-10,00:00:00,17.011
210,2020-06-10,01:00:00,17.011
211,2020-06-10,02:00:00,17.011
212,2020-06-10,03:00:00,17.082
213,2020-06-10,04:00:00,17.153
214,2020-06-10,05:00:00,17.153
215,2020-06-10,06:00:00,17.130
216,2020-06-10,07:00:00,17.034
217,2020-06-10,08:00:00,17.034
218,2020-06-10,09:00:00,17.153
219,2020-06-10,10:00:00,17.249
220,2020-06-10,11:00:00,17.130
221,2020-06-10,12:00:00,17.153
222,2020-06-10,13:00:00,17.177
223,2020-06-10,14:00:00,17.130
224,2020-06-10,15:00:00,17.082
225,2020-06-10,16:00:00,17.058
226,2020-06-10,17:00:00,17.082
227,2020-06-10,18:00:00,17.034
228,2020-06-10,19:00:00,16.963
229,2020-06-10,20:00:00,17.058
230,2020-06-10,21:00:00,17.391
231,2020-06-10,22:00:00,17.582
232,2020-06-10,23:00:00,17.629
233,2020-06-11,00:00:00,17.677
234,2020-06-11,01:00:00,17.558
235,2020-06-11,02:00:00,17.605
236,2020-06-11,03:00:00,17.486
237,2020-06-11,04:00:00,17.463
238,2020-06-11,05:00:00,17.272
239,2020-06-11,06:00:00,17.177
240,2020-06-11,07:00:00,17.106
241,2020-06-11,08:00:00,16.892
242,2020-06-11,09:00:00,16.963
243,2020-06-11,10:00:00,16.654
244,2020-06-11,11:00:00,16.487
245,2020-06-11,12:00:00,17.225
246,2020-06-11,13:00:00,17.249
247,2020-06-11,14:00:00,17.225
248,2020-06-11,15:00:00,17.153
249,2020-06-11,16:00:00,17.177
250,2020-06-11,17:00:00,17.201
251,2020-06-11,18:00:00,17.153
252,2020-06-11,19:00:00,17.153
253,2020-06-11,20:00:00,17.106
254,2020-06-11,21:00:00,17.058
255,2020-06-11,22:00:00,17.034
256,2020-06-11,23:00:00,16.963
257,2020-06-12,00:00:00,16.654
258,2020-06-12,01:00:00,16.677
259,2020-06-12,02:00:00,16.892
260,2020-06-12,03:00:00,16.963
261,2020-06-12,04:00:00,16.963
262,2020-06-12,05:00:00,16.892
263,2020-06-12,06:00:00,16.773
264,2020-06-12,07:00:00,16.796
265,2020-06-12,08:00:00,16.796
266,2020-06-12,09:00:00,16.844
267,2020-06-12,10:00:00,16.892
268,2020-06-12,11:00:00,16.939
269,2020-06-12,12:00:00,16.963
270,2020-06-12,13:00:00,16.987
271,2020-06-12,14:00:00,16.987
272,2020-06-12,15:00:00,17.034
273,2020-06-12,16:00:00,17.011
274,2020-06-12,17:00:00,17.011
275,2020-06-12,18:00:00,16.987
276,2020-06-12,19:00:00,16.987
277,2020-06-12,20:00:00,16.963
278,2020-06-12,21:00:00,16.915
279,2020-06-12,22:00:00,16.892
280,2020-06-12,23:00:00,16.796
281,2020-06-13,00:00:00,16.773
282,2020-06-13,01:00:00,16.749
283,2020-06-13,02:00:00,16.820
284,2020-06-13,03:00:00,16.892
285,2020-06-13,04:00:00,17.582
286,2020-06-13,05:00:00,17.962
287,2020-06-13,06:00:00,18.010
288,2020-06-13,07:00:00,18.033
289,2020-06-13,08:00:00,18.057
290,2020-06-13,09:00:00,18.105
291,2020-06-13,10:00:00,18.200
292,2020-06-13,11:00:00,18.271
293,2020-06-13,12:00:00,18.271
294,2020-06-13,13:00:00,18.152
295,2020-06-13,14:00:00,18.247
296,2020-06-13,15:00:00,18.200
297,2020-06-13,16:00:00,18.176
298,2020-06-13,17:00:00,18.129
299,2020-06-13,18:00:00,18.105
300,2020-06-13,19:00:00,18.105
301,2020-06-13,20:00:00,18.105
302,2020-06-13,21:00:00,18.081
303,2020-06-13,22:00:00,18.105
304,2020-06-13,23:00:00,18.081
305,2020-06-14,00:00:00,18.081
306,2020-06-14,01:00:00,18.057
307,2020-06-14,02:00:00,18.033
308,2020-06-14,03:00:00,18.010
309,2020-06-14,04:00:00,17.986
310,2020-06-14,05:00:00,17.986
311,2020-06-14,06:00:00,17.986
312,2020-06-14,07:00:00,17.962
313,2020-06-14,08:00:00,17.986
314,2020-06-14,09:00:00,18.033
315,2020-06-14,10:00:00,18.033
316,2020-06-14,11:00:00,18.033
317,2020-06-14,12:00:00,18.033
318,2020-06-14,13:00:00,18.057
319,2020-06-14,14:00:00,18.057
320,2020-06-14,15:00:00,18.057
321,2020-06-14,16:00:00,18.033
322,2020-06-14,17:00:00,18.033
323,2020-06-14,18:00:00,18.010
324,2020-06-14,19:00:00,18.010
325,2020-06-14,20:00:00,18.010
326,2020-06-14,21:00:00,18.010
327,2020-06-14,22:00:00,18.010
328,2020-06-14,23:00:00,17.986
329,2020-06-15,00:00:00,17.986
330,2020-06-15,01:00:00,17.986
331,2020-06-15,02:00:00,17.986
332,2020-06-15,03:00:00,17.962
333,2020-06-15,04:00:00,17.962
334,2020-06-15,05:00:00,17.938
335,2020-06-15,06:00:00,17.938
336,2020-06-15,07:00:00,17.915
337,2020-06-15,08:00:00,17.915
338,2020-06-15,09:00:00,17.891
339,2020-06-15,10:00:00,17.891
340,2020-06-15,11:00:00,17.915
341,2020-06-15,12:00:00,17.915
342,2020-06-15,13:00:00,17.938
343,2020-06-15,14:00:00,17.938
344,2020-06-15,15:00:00,17.986
345,2020-06-15,16:00:00,18.010
346,2020-06-15,17:00:00,18.010
347,2020-06-15,18:00:00,18.033
348,2020-06-15,19:00:00,18.033
349,2020-06-15,20:00:00,18.057
350,2020-06-15,21:00:00,18.057
351,2020-06-15,22:00:00,18.033
352,2020-06-15,23:00:00,18.081
353,2020-06-16,00:00:00,18.081
354,2020-06-16,01:00:00,18.105
355,2020-06-16,02:00:00,18.010
356,2020-06-16,03:00:00,18.057
357,2020-06-16,04:00:00,18.152
358,2020-06-16,05:00:00,18.842
359,2020-06-16,06:00:00,18.580
360,2020-06-16,07:00:00,18.533
361,2020-06-16,08:00:00,18.414
362,2020-06-16,09:00:00,18.224
363,2020-06-16,10:00:00,18.081
364,2020-06-16,11:00:00,18.176
365,2020-06-16,12:00:00,18.295
366,2020-06-16,13:00:00,18.224
367,2020-06-16,14:00:00,18.176
368,2020-06-16,15:00:00,18.057
369,2020-06-16,16:00:00,18.129
370,2020-06-16,17:00:00,18.105
371,2020-06-16,18:00:00,18.010
372,2020-06-16,19:00:00,18.057
373,2020-06-16,20:00:00,17.986
374,2020-06-16,21:00:00,18.176
375,2020-06-16,22:00:00,18.057
376,2020-06-16,23:00:00,17.962
377,2020-06-17,00:00:00,17.915
378,2020-06-17,01:00:00,17.891
379,2020-06-17,02:00:00,17.843
380,2020-06-17,03:00:00,18.010
381,2020-06-17,04:00:00,18.176
382,2020-06-17,05:00:00,18.176
383,2020-06-17,06:00:00,18.105
384,2020-06-17,07:00:00,18.057
385,2020-06-17,08:00:00,17.962
386,2020-06-17,09:00:00,17.701
387,2020-06-17,10:00:00,17.582
388,2020-06-17,11:00:00,17.534
389,2020-06-17,12:00:00,17.629
390,2020-06-17,13:00:00,17.558
391,2020-06-17,14:00:00,17.582
392,2020-06-17,15:00:00,17.701
393,2020-06-17,16:00:00,17.534
394,2020-06-17,17:00:00,17.915
395,2020-06-17,18:00:00,17.772
396,2020-06-17,19:00:00,17.819
397,2020-06-17,20:00:00,17.843
398,2020-06-17,21:00:00,17.677
399,2020-06-17,22:00:00,17.391
400,2020-06-17,23:00:00,17.486
401,2020-06-18,00:00:00,17.677
402,2020-06-18,01:00:00,17.296
403,2020-06-18,02:00:00,17.582
404,2020-06-18,03:00:00,17.629
405,2020-06-18,04:00:00,17.439
406,2020-06-18,05:00:00,17.272
407,2020-06-18,06:00:00,17.439
408,2020-06-18,07:00:00,17.368
409,2020-06-18,08:00:00,17.344
410,2020-06-18,09:00:00,17.368
411,2020-06-18,10:00:00,17.368
412,2020-06-18,11:00:00,17.344
413,2020-06-18,12:00:00,17.320
414,2020-06-18,13:00:00,17.249
415,2020-06-18,14:00:00,17.225
416,2020-06-18,15:00:00,17.225
417,2020-06-18,16:00:00,17.249
418,2020-06-18,17:00:00,17.272
419,2020-06-18,18:00:00,17.249
420,2020-06-18,19:00:00,17.249
421,2020-06-18,20:00:00,17.177
422,2020-06-18,21:00:00,17.272
423,2020-06-18,22:00:00,17.225
424,2020-06-18,23:00:00,17.296
425,2020-06-19,00:00:00,17.296
426,2020-06-19,01:00:00,17.249
427,2020-06-19,02:00:00,17.272
428,2020-06-19,03:00:00,17.249
429,2020-06-19,04:00:00,17.225
430,2020-06-19,05:00:00,17.225
431,2020-06-19,06:00:00,17.201
432,2020-06-19,07:00:00,17.201
433,2020-06-19,08:00:00,17.201
434,2020-06-19,09:00:00,17.249
435,2020-06-19,10:00:00,17.249
436,2020-06-19,11:00:00,17.249
437,2020-06-19,12:00:00,17.272
438,2020-06-19,13:00:00,17.272
439,2020-06-19,14:00:00,17.272
440,2020-06-19,15:00:00,17.296
441,2020-06-19,16:00:00,17.296
442,2020-06-19,17:00:00,17.296
443,2020-06-19,18:00:00,17.296
444,2020-06-19,19:00:00,17.296
445,2020-06-19,20:00:00,17.296
446,2020-06-19,21:00:00,17.296
447,2020-06-19,22:00:00,17.296
448,2020-06-19,23:00:00,17.320
449,2020-06-20,00:00:00,17.296
450,2020-06-20,01:00:00,17.296
451,2020-06-20,02:00:00,17.296
452,2020-06-20,03:00:00,17.272
453,2020-06-20,04:00:00,17.272
454,2020-06-20,05:00:00,17.272
455,2020-06-20,06:00:00,17.249
456,2020-06-20,07:00:00,17.249
457,2020-06-20,08:00:00,17.225
458,2020-06-20,09:00:00,17.225
459,2020-06-20,10:00:00,17.249
460,2020-06-20,11:00:00,17.249
461,2020-06-20,12:00:00,17.272
462,2020-06-20,13:00:00,17.272
463,2020-06-20,14:00:00,17.272
464,2020-06-20,15:00:00,17.272
465,2020-06-20,16:00:00,17.272
466,2020-06-20,17:00:00,17.249
467,2020-06-20,18:00:00,17.272
468,2020-06-20,19:00:00,17.272
469,2020-06-20,20:00:00,17.272
470,2020-06-20,21:00:00,17.296
471,2020-06-20,22:00:00,17.272
472,2020-06-20,23:00:00,17.272
473,2020-06-21,00:00:00,17.272
474,2020-06-21,01:00:00,17.249
475,2020-06-21,02:00:00,17.249
476,2020-06-21,03:00:00,17.225
477,2020-06-21,04:00:00,17.201
478,2020-06-21,05:00:00,17.201
479,2020-06-21,06:00:00,17.225
480,2020-06-21,07:00:00,17.225
481,2020-06-21,08:00:00,17.201
482,2020-06-21,09:00:00,17.153
483,2020-06-21,10:00:00,17.153
484,2020-06-21,11:00:00,17.177
485,2020-06-21,12:00:00,17.177
486,2020-06-21,13:00:00,17.177
487,2020-06-21,14:00:00,17.177
488,2020-06-21,15:00:00,17.201
489,2020-06-21,16:00:00,17.201
490,2020-06-21,17:00:00,17.201
491,2020-06-21,18:00:00,17.201
492,2020-06-21,19:00:00,17.201
493,2020-06-21,20:00:00,17.201
494,2020-06-21,21:00:00,17.201
495,2020-06-21,22:00:00,17.201
496,2020-06-21,23:00:00,17.201
497,2020-06-22,00:00:00,17.201
498,2020-06-22,01:00:00,17.201
499,2020-06-22,02:00:00,17.201
500,2020-06-22,03:00:00,17.201
501,2020-06-22,04:00:00,17.177
502,2020-06-22,05:00:00,17.177
503,2020-06-22,06:00:00,17.177
504,2020-06-22,07:00:00,17.153
505,2020-06-22,08:00:00,17.153
506,2020-06-22,09:00:00,17.153
507,2020-06-22,10:00:00,17.153
508,2020-06-22,11:00:00,17.177
509,2020-06-22,12:00:00,17.177
510,2020-06-22,13:00:00,17.177
511,2020-06-22,14:00:00,17.153
512,2020-06-22,15:00:00,17.153
513,2020-06-22,16:00:00,17.153
514,2020-06-22,17:00:00,17.153
515,2020-06-22,18:00:00,17.153
516,2020-06-22,19:00:00,17.153
517,2020-06-22,20:00:00,17.130
518,2020-06-22,21:00:00,17.153
519,2020-06-22,22:00:00,17.153
520,2020-06-22,23:00:00,17.153
521,2020-06-23,00:00:00,17.153
522,2020-06-23,01:00:00,17.153
523,2020-06-23,02:00:00,17.153
524,2020-06-23,03:00:00,17.130
525,2020-06-23,04:00:00,17.130
526,2020-06-23,05:00:00,17.130
527,2020-06-23,06:00:00,17.130
528,2020-06-23,07:00:00,17.106
529,2020-06-23,08:00:00,17.106
530,2020-06-23,09:00:00,17.106
531,2020-06-23,10:00:00,17.153
532,2020-06-23,11:00:00,17.130
533,2020-06-23,12:00:00,17.106
534,2020-06-23,13:00:00,17.130
535,2020-06-23,14:00:00,17.106
536,2020-06-23,15:00:00,17.201
537,2020-06-23,16:00:00,17.177
538,2020-06-23,17:00:00,17.201
539,2020-06-23,18:00:00,17.201
540,2020-06-23,19:00:00,17.201
541,2020-06-23,20:00:00,17.225
542,2020-06-23,21:00:00,17.201
543,2020-06-23,22:00:00,17.225
544,2020-06-23,23:00:00,17.225
545,2020-06-24,00:00:00,17.201
546,2020-06-24,01:00:00,17.153
547,2020-06-24,02:00:00,17.201
548,2020-06-24,03:00:00,17.201
549,2020-06-24,04:00:00,17.153
550,2020-06-24,05:00:00,17.106
551,2020-06-24,06:00:00,17.130
552,2020-06-24,07:00:00,17.153
553,2020-06-24,08:00:00,17.106
554,2020-06-24,09:00:00,17.082
555,2020-06-24,10:00:00,17.011
556,2020-06-24,11:00:00,17.058
557,2020-06-24,12:00:00,17.058
558,2020-06-24,13:00:00,17.058
559,2020-06-24,14:00:00,17.058
560,2020-06-24,15:00:00,17.058
561,2020-06-24,16:00:00,17.130
562,2020-06-24,17:00:00,17.177
563,2020-06-24,18:00:00,17.130
564,2020-06-24,19:00:00,17.225
565,2020-06-24,20:00:00,17.272
566,2020-06-24,21:00:00,17.249
567,2020-06-24,22:00:00,17.249
568,2020-06-24,23:00:00,17.249
569,2020-06-25,00:00:00,17.249
570,2020-06-25,01:00:00,17.225
571,2020-06-25,02:00:00,17.296
572,2020-06-25,03:00:00,17.320
573,2020-06-25,04:00:00,17.344
574,2020-06-25,05:00:00,17.344
575,2020-06-25,06:00:00,17.344
576,2020-06-25,07:00:00,17.320
577,2020-06-25,08:00:00,17.320
578,2020-06-25,09:00:00,17.320
579,2020-06-25,10:00:00,17.296
580,2020-06-25,11:00:00,17.320
581,2020-06-25,12:00:00,17.320
582,2020-06-25,13:00:00,17.296
583,2020-06-25,14:00:00,17.344
584,2020-06-25,15:00:00,17.320
585,2020-06-25,16:00:00,17.272
586,2020-06-25,17:00:00,17.344
587,2020-06-25,18:00:00,17.344
588,2020-06-25,19:00:00,17.272
589,2020-06-25,20:00:00,17.391
590,2020-06-25,21:00:00,17.320
591,2020-06-25,22:00:00,17.249
592,2020-06-25,23:00:00,17.344
593,2020-06-26,00:00:00,17.344
594,2020-06-26,01:00:00,17.249
595,2020-06-26,02:00:00,17.272
596,2020-06-26,03:00:00,17.344
597,2020-06-26,04:00:00,17.344
598,2020-06-26,05:00:00,17.368
599,2020-06-26,06:00:00,17.368
600,2020-06-26,07:00:00,17.368
601,2020-06-26,08:00:00,17.368
602,2020-06-26,09:00:00,17.368
603,2020-06-26,10:00:00,17.249
604,2020-06-26,11:00:00,17.272
605,2020-06-26,12:00:00,17.272
606,2020-06-26,13:00:00,17.296
607,2020-06-26,14:00:00,17.463
608,2020-06-26,15:00:00,17.772
609,2020-06-26,16:00:00,17.772
610,2020-06-26,17:00:00,17.915
611,2020-06-26,18:00:00,17.986
612,2020-06-26,19:00:00,17.938
613,2020-06-26,20:00:00,18.033
614,2020-06-26,21:00:00,18.033
615,2020-06-26,22:00:00,17.962
616,2020-06-26,23:00:00,17.986
617,2020-06-27,00:00:00,17.986
618,2020-06-27,01:00:00,17.986
619,2020-06-27,02:00:00,17.962
620,2020-06-27,03:00:00,17.962
621,2020-06-27,04:00:00,17.962
622,2020-06-27,05:00:00,17.938
623,2020-06-27,06:00:00,17.938
624,2020-06-27,07:00:00,17.915
625,2020-06-27,08:00:00,17.915
626,2020-06-27,09:00:00,17.891
627,2020-06-27,10:00:00,17.891
628,2020-06-27,11:00:00,17.867
629,2020-06-27,12:00:00,17.843
630,2020-06-27,13:00:00,17.843
631,2020-06-27,14:00:00,17.843
632,2020-06-27,15:00:00,17.843
633,2020-06-27,16:00:00,17.843
634,2020-06-27,17:00:00,17.843
635,2020-06-27,18:00:00,17.843
636,2020-06-27,19:00:00,17.819
637,2020-06-27,20:00:00,17.772
638,2020-06-27,21:00:00,17.724
639,2020-06-27,22:00:00,17.748
640,2020-06-27,23:00:00,17.891
641,2020-06-28,00:00:00,17.938
642,2020-06-28,01:00:00,17.962
643,2020-06-28,02:00:00,17.915
644,2020-06-28,03:00:00,17.629
645,2020-06-28,04:00:00,17.558
646,2020-06-28,05:00:00,17.534
647,2020-06-28,06:00:00,17.439
648,2020-06-28,07:00:00,17.344
649,2020-06-28,08:00:00,17.320
650,2020-06-28,09:00:00,17.225
651,2020-06-28,10:00:00,17.177
652,2020-06-28,11:00:00,17.153
653,2020-06-28,12:00:00,17.201
654,2020-06-28,13:00:00,17.249
655,2020-06-28,14:00:00,17.272
656,2020-06-28,15:00:00,17.344
657,2020-06-28,16:00:00,17.368
658,2020-06-28,17:00:00,17.344
659,2020-06-28,18:00:00,17.344
660,2020-06-28,19:00:00,17.320
661,2020-06-28,20:00:00,17.272
662,2020-06-28,21:00:00,17.249
663,2020-06-28,22:00:00,17.272
664,2020-06-28,23:00:00,17.106
665,2020-06-29,00:00:00,17.106
666,2020-06-29,01:00:00,17.249
667,2020-06-29,02:00:00,17.249
668,2020-06-29,03:00:00,17.249
669,2020-06-29,04:00:00,17.296
670,2020-06-29,05:00:00,17.249
671,2020-06-29,06:00:00,17.249
672,2020-06-29,07:00:00,17.225
673,2020-06-29,08:00:00,17.201
674,2020-06-29,09:00:00,17.225
675,2020-06-29,10:00:00,17.249
676,2020-06-29,11:00:00,17.249
677,2020-06-29,12:00:00,17.249
678,2020-06-29,13:00:00,17.249
679,2020-06-29,14:00:00,17.249
680,2020-06-29,15:00:00,17.249
681,2020-06-29,16:00:00,17.249
682,2020-06-29,17:00:00,17.249
683,2020-06-29,18:00:00,17.249
684,2020-06-29,19:00:00,17.272
685,2020-06-29,20:00:00,17.272
686,2020-06-29,21:00:00,17.272
687,2020-06-29,22:00:00,17.272
688,2020-06-29,23:00:00,17.296
689,2020-06-30,00:00:00,17.272
690,2020-06-30,01:00:00,17.272
691,2020-06-30,02:00:00,17.249
692,2020-06-30,03:00:00,17.249
693,2020-06-30,04:00:00,17.249
694,2020-06-30,05:00:00,17.249
695,2020-06-30,06:00:00,17.249
696,2020-06-30,07:00:00,17.249
697,2020-06-30,08:00:00,17.249
698,2020-06-30,09:00:00,17.249
699,2020-06-30,10:00:00,17.249
700,2020-06-30,11:00:00,17.249
701,2020-06-30,12:00:00,17.249
702,2020-06-30,13:00:00,17.225
703,2020-06-30,14:00:00,17.249
704,2020-06-30,15:00:00,17.249
705,2020-06-30,16:00:00,17.272
706,2020-06-30,17:00:00,17.272
707,2020-06-30,18:00:00,17.296
708,2020-06-30,19:00:00,17.296
709,2020-06-30,20:00:00,17.296
710,2020-06-30,21:00:00,17.344
711,2020-06-30,22:00:00,17.368
