"Project:","SAEON","Sub Project:","Algoa Bay Long Term Research"			
"Time Series:","ABC_10m_021","Series Code:","ABLTMRP_ABCEN_UTR_10m_5/5_021","Raw Data File:","C:\Data Store\Algoa Bay Sentinel Site (ABSS)\Continuous Monitoring Platform (CMP)\Staging\UTRs\20201211_dHotman\60m_Algoa_Bay_Central"			
"Location:","Algoa Bay Central","Site:","Central","GPS Name:","UTR - CEN","Mooring Type:","UTR Array","Mooring No:","14"			
"Latitude:","-33.88195","Longitude:","25.98585","LatShore:","-33.72","LongShore:","26.855","Distance (m):	"			
"Interval (hr):","1","Total:","4392","Variables:","1"			
"Deploy Depth (m):","10","Bottom Depth (m):","60","Bin No:","5","Total Bins:","5"			
"Start Date:","2020-12-10","Start Time:","11:00:00"			
"End Date:","2021-06-11","End Time:","10:00:00"			
"Instrument:","Onset Hobo Pro v2 Water Temperature Logger","Serial No:","20190347"
"Comment:"	
"Plot Title: 60m_Central_5"
"#","Date","Time, GMT+02:00","Temp, °C (LGR S/N: 20190347, SEN S/N: 20190347)"
220,2020-12-10,11:00:00,19.199
221,2020-12-10,12:00:00,19.222
222,2020-12-10,13:00:00,19.318
223,2020-12-10,14:00:00,19.151
224,2020-12-10,15:00:00,19.056
225,2020-12-10,16:00:00,19.127
226,2020-12-10,17:00:00,19.080
227,2020-12-10,18:00:00,19.222
228,2020-12-10,19:00:00,19.318
229,2020-12-10,20:00:00,19.222
230,2020-12-10,21:00:00,19.246
231,2020-12-10,22:00:00,19.270
232,2020-12-10,23:00:00,19.318
233,2020-12-11,00:00:00,19.341
234,2020-12-11,01:00:00,19.175
235,2020-12-11,02:00:00,19.127
236,2020-12-11,03:00:00,19.056
237,2020-12-11,04:00:00,19.270
238,2020-12-11,05:00:00,19.175
239,2020-12-11,06:00:00,19.222
240,2020-12-11,07:00:00,19.199
241,2020-12-11,08:00:00,19.270
242,2020-12-11,09:00:00,19.389
243,2020-12-11,10:00:00,19.341
244,2020-12-11,11:00:00,18.295
245,2020-12-11,12:00:00,18.295
246,2020-12-11,13:00:00,18.200
247,2020-12-11,14:00:00,19.199
248,2020-12-11,15:00:00,18.200
249,2020-12-11,16:00:00,18.271
250,2020-12-11,17:00:00,18.961
251,2020-12-11,18:00:00,19.008
252,2020-12-11,19:00:00,18.961
253,2020-12-11,20:00:00,18.961
254,2020-12-11,21:00:00,19.008
255,2020-12-11,22:00:00,19.151
256,2020-12-11,23:00:00,19.294
257,2020-12-12,00:00:00,19.294
258,2020-12-12,01:00:00,19.318
259,2020-12-12,02:00:00,19.318
260,2020-12-12,03:00:00,19.294
261,2020-12-12,04:00:00,19.199
262,2020-12-12,05:00:00,19.199
263,2020-12-12,06:00:00,19.127
264,2020-12-12,07:00:00,19.056
265,2020-12-12,08:00:00,19.032
266,2020-12-12,09:00:00,18.985
267,2020-12-12,10:00:00,18.961
268,2020-12-12,11:00:00,18.889
269,2020-12-12,12:00:00,18.937
270,2020-12-12,13:00:00,18.771
271,2020-12-12,14:00:00,18.771
272,2020-12-12,15:00:00,18.842
273,2020-12-12,16:00:00,18.866
